caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
,Virginia,Hanover,2024,Personal Injury,Other,verdict,50055,"Virginia District Court Motion for Judgment, (Hanover), plaintiff represented by MARKS & HARRISON, total 50,055, notes: TRANFERRED TO CIRCUIT COURT PER MOTION",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, total 50,052, notes: AGREED TRANSFER TO CHESTERFIELD GENERAL DISTRICT COURT",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by MARKS & HARRISON, judgment for transfer/change of venue, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by ALLEN, ALLEN, judgment for other, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, total 50,052, notes: TRANSFERED TO HENIRCO GENERAL DISTRICT COURT",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by ALLEN, ALLEN, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by ALLEN, ALLEN, judgment for defendant, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 50,052, notes: CHANGE OF VENUE TO DINWIDDIE GDC PER ORDER",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by ALLEN, ALLEN, judgment for transfer/change of venue, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by JOEL BIEBER FIRM, total 50,052, notes: REMOVED TO RICHMOND CIRCUIT COURT",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by PENDLETON & ASSOC, judgment for defendant, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by MARKS & HARRISON, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by MARKS & HARRISON, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for other, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by BLANK & MARCUS, judgment for transfer/change of venue, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 50,052, notes: TRANSFERRED TO HENRICO COUNTY GDC",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 50,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by ALLEN, ALLEN, judgment for transfer/change of venue, total 50,052, notes: TRANSFERRED TO HENRICO GENERAL DISTRICT COURT",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for other, total 50,052",STATE_COURT
,Virginia,Greene,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Greene), plaintiff represented by MARKS & HARRISON, judgment for other, total 50,052",STATE_COURT
,Virginia,Henrico,2024,Personal Injury,Other,verdict,50052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 50,052",STATE_COURT
,Virginia,Chesterfield,2024,Personal Injury,Other,verdict,50050,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by THE JOEL BIEBER FIRM, total 50,050",STATE_COURT
,Virginia,Chesterfield,2024,Personal Injury,Other,verdict,50050,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by THE JOEL BIEBER FIRM, total 50,050",STATE_COURT
,Virginia,Stafford,2024,Personal Injury,Other,verdict,50000,"Virginia District Court Motion for Judgment, (Stafford), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for transfer/change of venue, total 50,000",STATE_COURT
,Virginia,Staunton,2024,Personal Injury,Other,verdict,50000,"Virginia District Court Motion for Judgment, (Staunton), plaintiff represented by MARKS & HARRISON, judgment for other, total 50,000",STATE_COURT
,Virginia,Stafford,2024,Personal Injury,Other,verdict,50000,"Virginia District Court Motion for Judgment, (Stafford), plaintiff represented by ALLEN, ALLEN, ALLEN & ALLEN, total 50,000",STATE_COURT
Batsche v. Batsche,Ohio,,2024,Car Accident,Back Injury,verdict,50000,"Car Accident jury verdict of $50,000 in Ohio.",CourtListener
,Washington,,2024,Car Accident,Soft Tissue Injury,verdict,49476,"Plaintiffs rejected State Farm $15,000 settlement offer and recovered more at trial after rear-end collision.",News
,Virginia,Louisa,2024,Personal Injury,Other,verdict,45081,"Virginia District Court Motion for Judgment, (Louisa), plaintiff represented by MARKS & HARRISON P.C., judgment for plaintiff, total 45,081",STATE_COURT
,Virginia,Chesterfield,2024,Personal Injury,Other,verdict,45066,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 45,066",STATE_COURT
,New York,,2024,Slip and Fall,Other,settlement,45000,"$45,000 settlement in a slip and fall case in New York . The plaintiff sustained personal injury and was awarded damages.",News
,Maryland,,2024,Pedestrian Accident,Soft Tissue Injury,verdict,40960,Driver hit pedestrian wearing bright orange vest in parking lot.,News
,Virginia,Loudoun,2024,Personal Injury,Other,verdict,40958,"Virginia District Court Motion for Judgment, (Loudoun), plaintiff represented by THE JOEL BIEBER FIRM, judgment for plaintiff, total 40,957.61",STATE_COURT
,Nevada,,2024,Car Accident,Soft Tissue Injury,verdict,38726,Infant injured in car accident caused by GEICO insured driver.,News
,Virginia,Richmond,2024,Personal Injury,Other,verdict,38061,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 38,061",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,37052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by JOEL BIEBER FIRM, judgment for plaintiff, total 37,052",STATE_COURT
,Virginia,Stafford,2024,Personal Injury,Other,verdict,34854,"Virginia District Court Motion for Judgment, (Stafford), plaintiff represented by ALLEN, ALLEN, ALLEN & ALLEN, judgment for plaintiff, total 34,854.18",STATE_COURT
,Pennsylvania,,2024,Car Accident,Traumatic Brain Injury,verdict,34500,Left-turn collision resulted in post-concussion syndrome.,News
"Deborah Moody and Linda Daniels v. Ronoequis Tinnon, Individually and Blitz Express, LLC",Texas,,2024,Truck Accident,Wrongful Death,verdict,34307.49,"DC-19-08024 MEMORANDUM OPINION Before Chief Justice Burns, Justice Miskel, and Justice Breedlove Opinion by Justice Breedlove Appellants Deborah Moody and Linda Daniels sued appellees Ronoequis Tinnon and Blitz Express, LLC for damages arising from a vehicle collision.",CourtListener
,Virginia,Chesterfield,2024,Personal Injury,Other,verdict,32060,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 32,060, notes: NO PLEADINGS ORDERED",STATE_COURT
,Virginia,Henrico,2024,Personal Injury,Other,verdict,30052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 30,052, notes: GDSRCV'D 6/14/24",STATE_COURT
Varavoot Anantasomboon v. Ashley Waggoner,Texas,,2024,Medical Malpractice,Shoulder Injury,verdict,30000,"Appellant filed a combined motion to modify the judgment and motion for new trial arguing that the jury’s answer to the damages’ question was so against the overwhelming weight of the evidence as to be manifestly unjust, shock the conscience, or clearly demonstrate bias because the only evidence.",CourtListener
,Virginia,Accomack,2024,Personal Injury,Other,verdict,29567,"Virginia District Court Motion for Judgment, (Accomack), plaintiff represented by KALFUS & NACHMAN, judgment for plaintiff, total 29,567.33",STATE_COURT
,Virginia,Stafford,2024,Personal Injury,Other,verdict,28712,"Virginia District Court Motion for Judgment, (Stafford), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 28,711.87",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,27440,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 27,440.05",STATE_COURT
,Virginia,Chesterfield,2024,Personal Injury,Other,verdict,27102,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 27,102",STATE_COURT
,Virginia,Augusta,2024,Personal Injury,Other,verdict,27083,"Virginia District Court Motion for Judgment, (Augusta), plaintiff represented by ALLEN ALLEN, judgment for plaintiff, total 27,083",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,27052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 27,052",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,26656,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 26,656.12",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,26498,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 26,497.86",STATE_COURT
Bertha Manjarrez Reynosa v. Kevin Hernandez and David Ybarra,Texas,,2024,Truck Accident,Broken Bones,verdict,25393.1,"Truck Accident jury verdict of $25,393.1 in Texas.",CourtListener
,Virginia,Richmond,2024,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 25,052, notes: 12.6.2024 VAC AND DISMISS W/PREJUDICE PER AGREED ORDER",STATE_COURT
,Virginia,Henrico,2024,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by ALLEN ALLEN, judgment for plaintiff, total 25,052, notes: G/D REC'D 12/12/24",STATE_COURT
,Pennsylvania,,2024,Car Accident,Soft Tissue Injury,verdict,25000,"Car Accident jury verdict of $25,000 in Pennsylvania.",News
,Arizona,,2024,Car Accident,Whiplash,verdict,25000,Rear-end collision at a red light. Liability was admitted and the case proceeded as a damages-only trial.,News
,Virginia,Chesterfield,2024,Personal Injury,Other,verdict,25000,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 25,000",STATE_COURT
"Christine Christopher v. Walmart Associates, Inc.",Tennessee,,2024,Premises Liability,Back Injury,verdict,25000,"Plaintiff sought $25,000 in compensatory damages.",CourtListener
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,24840,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 24,839.51",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,23837,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 23,836.99",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,23117,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 23,116.99",STATE_COURT
Bicycle v. Negligent Motorist (CO),Colorado,,2024,Bicycle Accident,Other,verdict,20820,Cyclist struck when a motorist failed to yield right of way at an intersection in Colorado.,News
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,20559,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 20,559.39",STATE_COURT
,Virginia,Petersburg,2024,Personal Injury,Other,verdict,20065,"Virginia District Court Motion for Judgment, (Petersburg), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 20,065",STATE_COURT
,Virginia,Chesterfield,2024,Personal Injury,Other,verdict,20050,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 20,050",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,20003,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 20,002.78",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,19749,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 19,748.93",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,19510,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 19,509.82",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,19510,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 19,510.05",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,18912,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 18,911.9",STATE_COURT
,Virginia,Henrico,2024,Personal Injury,Other,verdict,18624,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 18,624",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,18031,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 18,031.29",STATE_COURT
,Virginia,Prince William,2024,Personal Injury,Other,verdict,18000,"Virginia District Court Motion for Judgment, (Prince William), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 18,000",STATE_COURT
,Virginia,Henrico,2024,Personal Injury,Other,verdict,17052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by THE JOEL BIEBER FIRM, judgment for plaintiff, total 17,052",STATE_COURT
,Virginia,Henrico,2024,Personal Injury,Other,verdict,15052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by BLANK & MARCUS, judgment for plaintiff, total 15,052",STATE_COURT
,Virginia,Richmond,2024,Personal Injury,Other,verdict,15052,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 15,052",STATE_COURT
,Arizona,,2024,Car Accident,Knee Injury,verdict,15000,"Minor passenger injured in an interstate accident, suffering a knee injury and PTSD.",News
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,14334,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 14,334.28",STATE_COURT
,Virginia,Chesterfield,2024,Personal Injury,Other,verdict,14062,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by THE JOEL BIEBER FIRM, judgment for plaintiff, total 14,062",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,13827,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 13,826.99",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,13399,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 13,398.58",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,12486,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 12,486.41",STATE_COURT
,Virginia,Rockingham,2024,Personal Injury,Other,verdict,12000,"Virginia District Court Motion for Judgment, (Rockingham), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 12,000",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,11982,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 11,982.37",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,11404,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 11,403.94",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,11368,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 11,368.4",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,10557,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 10,557.24",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,10304,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 10,304.14",STATE_COURT
B.E.K. v. C.G.E.,Texas,,2024,Bus Accident,Back Injury,settlement,10000,"Though it was not entirely clear who had injured Carlo, the Department of Family and Protective Services (DFPS) concluded that it had reason to believe that Mother was the culprit.",CourtListener
,Virginia,York,2024,Personal Injury,Other,verdict,9396,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 9,395.87",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,9390,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 9,390.23",STATE_COURT
,Virginia,Norfolk,2024,Personal Injury,Other,verdict,8834,"Virginia District Court Motion for Judgment, (Norfolk), plaintiff represented by KALFUS & NACHMAN, judgment for plaintiff, total 8,834",STATE_COURT
,South Carolina,,2024,Car Accident,Broken Bones,verdict,8650,Rear-end collision caused jaw and dental injuries with minimal damages awarded.,News
,Virginia,Spotsylvania,2024,Personal Injury,Other,verdict,8280,"Virginia District Court Motion for Judgment, (Spotsylvania), plaintiff represented by ALLEN ALLEN, judgment for plaintiff, total 8,279.5",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,8076,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 8,076",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,7897,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 7,896.61",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,7373,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 7,373.13",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,6743,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 6,742.88",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,6564,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,563.7",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,5255,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 5,255.11",STATE_COURT
,Virginia,Prince William,2024,Personal Injury,Other,verdict,5000,"Virginia District Court Motion for Judgment, (Prince William), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 5,000",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,4558,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 4,558",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,3620,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 3,620.33",STATE_COURT
,Virginia,Henrico,2024,Personal Injury,Other,verdict,3089,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by JOEL BIEBER FIRM, judgment for plaintiff, total 3,089.23",STATE_COURT
,Virginia,Fairfax,2024,Personal Injury,Other,verdict,3064,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 3,064, notes: DEF1=DISMISSEDDEF2=JPL",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,3050,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 3,049.93",STATE_COURT
,Virginia,,2024,Personal Injury,Other,verdict,2886,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 2,886.27",STATE_COURT
,Virginia,,2024,Personal Injury,Other,verdict,2563,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR AND ASSOCIATES, judgment for plaintiff, total 2,563.09",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,2486,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 2,485.94",STATE_COURT
,Virginia,,2024,Personal Injury,Other,verdict,2256,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR AND ASSOCIATES, judgment for plaintiff, total 2,256.11",STATE_COURT
,Virginia,,2024,Personal Injury,Other,verdict,2019,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR AND ASSOCIATES, judgment for plaintiff, total 2,019.11",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,2019,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 2,019",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,1903,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,902.85",STATE_COURT
,Virginia,,2024,Personal Injury,Other,verdict,1792,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,791.94",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,1786,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 1,785.5",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,1564,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,563.93",STATE_COURT
,Virginia,,2024,Personal Injury,Other,verdict,1474,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR AND ASSOCIATES, judgment for plaintiff, total 1,474",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,1168,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,167.97",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,1153,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 1,153.13",STATE_COURT
,Virginia,,2024,Personal Injury,Other,verdict,814,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR AND ASSOCIATES, judgment for plaintiff, total 814",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,794,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 793.61",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,752,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 752",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,732,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN,EDGAR & REGAN, judgment for plaintiff, total 732.25",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,706,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 706",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,705,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 705",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,619,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 618.92",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,593,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 593.32",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,580,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 580.4",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,553,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 553.32",STATE_COURT
,Virginia,,2024,Personal Injury,Other,verdict,514,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR AND ASSOCIATES, judgment for plaintiff, total 514",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,509,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 508.52",STATE_COURT
,Virginia,York,2024,Personal Injury,Other,verdict,471,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 471.28",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,426,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 426.15",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,413,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 412.66",STATE_COURT
,Virginia,Williamsburg,2024,Personal Injury,Other,verdict,397,"Virginia District Court Motion for Judgment, (Williamsburg), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 397.32",STATE_COURT
